Date,Today_Open,Min_Date,Min_Close,Max_Date,Max_Close
10-Jun-2008,695.0,12-Feb-2008,499.9,02-Jan-2008,745.55
11-Jun-2008,700.0,12-Feb-2008,499.9,02-Jan-2008,745.55
12-Jun-2008,707.0,12-Feb-2008,499.9,02-Jan-2008,745.55
13-Jun-2008,699.0,12-Feb-2008,499.9,02-Jan-2008,745.55
16-Jun-2008,739.9,12-Feb-2008,499.9,02-Jan-2008,745.55
17-Jun-2008,715.05,12-Feb-2008,499.9,02-Jan-2008,745.55
18-Jun-2008,709.05,12-Feb-2008,499.9,02-Jan-2008,745.55
19-Jun-2008,697.0,12-Feb-2008,499.9,02-Jan-2008,745.55
20-Jun-2008,681.0,12-Feb-2008,499.9,02-Jan-2008,745.55
23-Jun-2008,653.0,12-Feb-2008,499.9,02-Jan-2008,745.55
24-Jun-2008,648.0,12-Feb-2008,499.9,02-Jan-2008,745.55
25-Jun-2008,640.0,12-Feb-2008,499.9,02-Jan-2008,745.55
26-Jun-2008,664.0,12-Feb-2008,499.9,02-Jan-2008,745.55
27-Jun-2008,645.0,12-Feb-2008,499.9,02-Jan-2008,745.55
30-Jun-2008,660.25,12-Feb-2008,499.9,02-Jan-2008,745.55
01-Jul-2008,667.0,12-Feb-2008,499.9,02-Jan-2008,745.55
02-Jul-2008,638.55,12-Feb-2008,499.9,02-Jan-2008,745.55
03-Jul-2008,662.0,12-Feb-2008,499.9,02-Jan-2008,745.55
04-Jul-2008,654.45,12-Feb-2008,499.9,02-Jan-2008,745.55
07-Jul-2008,650.0,12-Feb-2008,499.9,02-Jan-2008,745.55
08-Jul-2008,625.55,12-Feb-2008,499.9,02-Jan-2008,745.55
09-Jul-2008,675.0,12-Feb-2008,499.9,02-Jan-2008,745.55
10-Jul-2008,665.0,12-Feb-2008,499.9,02-Jan-2008,745.55
11-Jul-2008,655.0,12-Feb-2008,499.9,02-Jan-2008,745.55
14-Jul-2008,648.5,12-Feb-2008,499.9,02-Jan-2008,745.55
15-Jul-2008,651.0,12-Feb-2008,499.9,02-Jan-2008,745.55
16-Jul-2008,643.0,12-Feb-2008,499.9,02-Jan-2008,745.55
17-Jul-2008,639.0,12-Feb-2008,499.9,02-Jan-2008,745.55
18-Jul-2008,645.0,12-Feb-2008,499.9,02-Jan-2008,745.55
21-Jul-2008,661.0,12-Feb-2008,499.9,02-Jan-2008,745.55
