Date,Today_Open,Min_Date,Min_Close,Max_Date,Max_Close
01-Jan-2008,2912.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
02-Jan-2008,2950.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
03-Jan-2008,3030.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
04-Jan-2008,3060.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
07-Jan-2008,3072.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
08-Jan-2008,3140.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
09-Jan-2008,3070.0,03-Apr-2007,1426.65,13-Dec-2007,3169.4
10-Jan-2008,3125.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
11-Jan-2008,3080.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
14-Jan-2008,3148.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
15-Jan-2008,3010.75,03-Apr-2007,1426.65,09-Jan-2008,3180.15
16-Jan-2008,2925.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
17-Jan-2008,2890.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
18-Jan-2008,2850.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
21-Jan-2008,2830.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
22-Jan-2008,2650.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
23-Jan-2008,2580.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
24-Jan-2008,2600.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
25-Jan-2008,2697.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
28-Jan-2008,2680.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
29-Jan-2008,2800.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
30-Jan-2008,2803.7,03-Apr-2007,1426.65,09-Jan-2008,3180.15
31-Jan-2008,2838.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
01-Feb-2008,2835.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
04-Feb-2008,3011.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
05-Feb-2008,3013.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
06-Feb-2008,3000.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
07-Feb-2008,2985.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
08-Feb-2008,2919.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
11-Feb-2008,2792.9,03-Apr-2007,1426.65,09-Jan-2008,3180.15
12-Feb-2008,2675.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
13-Feb-2008,2645.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
14-Feb-2008,2759.95,03-Apr-2007,1426.65,09-Jan-2008,3180.15
15-Feb-2008,2811.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
18-Feb-2008,2950.0,03-Apr-2007,1426.65,09-Jan-2008,3180.15
