Date,MinMax_Feature
03-Jan-2011,0.9973040895590589
04-Jan-2011,0.9987789987789989
05-Jan-2011,0.9854263565891475
06-Jan-2011,0.9987153931339979
07-Jan-2011,0.9839645625692138
10-Jan-2011,0.9056921373200445
11-Jan-2011,0.87468438538206
12-Jan-2011,0.8835437430786269
13-Jan-2011,0.8330454042081951
14-Jan-2011,0.7383831672203768
17-Jan-2011,0.750653377630122
18-Jan-2011,0.794950166112957
19-Jan-2011,0.8455813953488375
20-Jan-2011,0.7790033222591364
21-Jan-2011,0.8135548172757476
24-Jan-2011,0.78609080841639
25-Jan-2011,0.8082392026578075
27-Jan-2011,0.8117829457364343
28-Jan-2011,0.755791805094131
31-Jan-2011,0.6961683277962349
01-Feb-2011,0.6853599114064234
02-Feb-2011,0.673576965669989
03-Feb-2011,0.6633001107419715
04-Feb-2011,0.6611738648947952
07-Feb-2011,0.6228139351486758
08-Feb-2011,0.6461010344667627
09-Feb-2011,0.6092163627402664
10-Feb-2011,0.6295712173484478
11-Feb-2011,0.5409460834181078
14-Feb-2011,0.55489417989418
15-Feb-2011,0.6118742368742369
16-Feb-2011,0.5853759867054426
17-Feb-2011,0.6230265891150811
18-Feb-2011,0.6244138875717824
21-Feb-2011,0.5976478033858974
22-Feb-2011,0.6400506302410209
23-Feb-2011,0.6038711038447341
24-Feb-2011,0.5449079689889774
25-Feb-2011,0.5166394177522281
28-Feb-2011,0.5153736617267022
01-Mar-2011,0.5238120352302095
03-Mar-2011,0.5534518221612784
04-Mar-2011,0.5628395126839303
07-Mar-2011,0.5301408153578399
08-Mar-2011,0.524075734402194
09-Mar-2011,0.6187437371446655
10-Mar-2011,0.5923738199462054
11-Mar-2011,0.5638943093718687
14-Mar-2011,0.5290860186699015
15-Mar-2011,0.5259216286060863
16-Mar-2011,0.5185380517905175
17-Mar-2011,0.4753968672538368
18-Mar-2011,0.47123042033648027
21-Mar-2011,0.4409050155582513
22-Mar-2011,0.4237645693792523
23-Mar-2011,0.42334265070407684
24-Mar-2011,0.4847318179420915
25-Mar-2011,0.538579188861347
28-Mar-2011,0.638784874215495
29-Mar-2011,0.6314012973999262
30-Mar-2011,0.6735931649174622
31-Mar-2011,0.6841411317968462
01-Apr-2011,0.7401508359263752
04-Apr-2011,0.7294973893781974
